target,shape,surface,color
poisonous,flat,scaly,brown
poisonous,convex,scaly,red
poisonous,flat,scaly,brown
poisonous,flat,smooth,brown
poisonous,convex,smooth,brown
poisonous,flat,scaly,red
poisonous,convex,scaly,red
poisonous,convex,smooth,red
poisonous,flat,smooth,red
poisonous,flat,scaly,red
poisonous,convex,scaly,red
poisonous,convex,scaly,red
poisonous,convex,smooth,brown
poisonous,convex,smooth,red
poisonous,knobbed,smooth,red
edible,convex,smooth,cinnamon
poisonous,convex,smooth,red
poisonous,flat,smooth,brown
poisonous,convex,smooth,brown
poisonous,flat,scaly,brown
poisonous,flat,scaly,red
poisonous,flat,smooth,red
poisonous,convex,scaly,red
poisonous,convex,smooth,red
poisonous,convex,smooth,brown
poisonous,convex,scaly,red
poisonous,flat,smooth,red
poisonous,flat,smooth,brown
poisonous,flat,scaly,red
poisonous,convex,scaly,red
poisonous,knobbed,smooth,red
poisonous,flat,scaly,brown
poisonous,flat,smooth,brown
poisonous,convex,smooth,red
poisonous,flat,smooth,brown
poisonous,flat,smooth,red
poisonous,flat,scaly,red
edible,bell,fibrous,white
poisonous,convex,scaly,red
poisonous,convex,scaly,red
poisonous,flat,scaly,red
poisonous,flat,scaly,red
edible,knobbed,fibrous,white
poisonous,convex,smooth,brown
poisonous,flat,smooth,brown
poisonous,convex,smooth,brown
poisonous,flat,smooth,red
poisonous,convex,smooth,brown
poisonous,convex,smooth,brown
poisonous,convex,smooth,red
poisonous,knobbed,smooth,brown
poisonous,convex,scaly,red
poisonous,convex,smooth,red
poisonous,convex,scaly,red
poisonous,convex,smooth,red
poisonous,convex,smooth,red
poisonous,convex,smooth,red
poisonous,convex,smooth,red
poisonous,flat,scaly,red
poisonous,convex,smooth,brown
poisonous,flat,smooth,brown
poisonous,convex,smooth,red
poisonous,flat,smooth,red
poisonous,convex,smooth,brown
poisonous,flat,scaly,red
poisonous,convex,smooth,brown
poisonous,knobbed,smooth,brown
poisonous,flat,smooth,red
poisonous,flat,smooth,red
poisonous,flat,scaly,red
poisonous,knobbed,smooth,brown
poisonous,flat,scaly,brown
poisonous,flat,smooth,red
poisonous,convex,scaly,red
poisonous,flat,smooth,red
poisonous,flat,scaly,red
poisonous,flat,smooth,brown
poisonous,flat,smooth,brown
poisonous,convex,scaly,red
poisonous,convex,scaly,red
poisonous,flat,smooth,red
poisonous,knobbed,scaly,red
poisonous,flat,scaly,red
poisonous,knobbed,scaly,brown
poisonous,convex,smooth,red
poisonous,convex,scaly,red
poisonous,convex,smooth,brown
poisonous,flat,scaly,brown
poisonous,convex,smooth,red
edible,bell,smooth,gray
poisonous,convex,scaly,red
poisonous,convex,smooth,red
poisonous,flat,scaly,red
poisonous,convex,smooth,red
poisonous,flat,scaly,red
poisonous,flat,scaly,red
poisonous,convex,smooth,brown
poisonous,flat,scaly,brown
edible,knobbed,smooth,white
poisonous,flat,scaly,red
poisonous,convex,smooth,red
poisonous,flat,scaly,brown
poisonous,flat,scaly,brown
poisonous,convex,smooth,red
poisonous,flat,scaly,red
poisonous,flat,scaly,red
poisonous,flat,smooth,brown
poisonous,convex,scaly,red
poisonous,flat,scaly,red
edible,bell,fibrous,gray
poisonous,knobbed,scaly,red
poisonous,convex,scaly,red
poisonous,knobbed,smooth,red
poisonous,convex,smooth,brown
edible,knobbed,smooth,white
poisonous,flat,smooth,red
poisonous,convex,smooth,brown
poisonous,knobbed,smooth,red
poisonous,knobbed,scaly,brown
poisonous,knobbed,scaly,red
poisonous,convex,smooth,red
poisonous,flat,smooth,red
poisonous,flat,scaly,red
poisonous,convex,scaly,red
poisonous,flat,scaly,brown
poisonous,convex,scaly,red
poisonous,flat,scaly,brown
poisonous,convex,scaly,red
poisonous,knobbed,scaly,brown
poisonous,flat,smooth,red
poisonous,convex,smooth,brown
poisonous,flat,scaly,brown
poisonous,flat,smooth,red
poisonous,convex,smooth,red
poisonous,flat,smooth,brown
poisonous,flat,scaly,brown
poisonous,convex,scaly,red
poisonous,convex,smooth,red
poisonous,flat,scaly,red
poisonous,flat,smooth,red
poisonous,flat,scaly,red
poisonous,convex,smooth,brown
poisonous,flat,smooth,brown
poisonous,convex,smooth,brown
poisonous,flat,scaly,brown
poisonous,knobbed,scaly,brown
poisonous,convex,smooth,red
poisonous,flat,scaly,brown
poisonous,convex,scaly,red
poisonous,flat,scaly,red
poisonous,convex,scaly,red
poisonous,flat,scaly,red
poisonous,flat,scaly,red
poisonous,flat,smooth,red
poisonous,knobbed,scaly,red
poisonous,convex,smooth,red
edible,knobbed,smooth,gray
poisonous,convex,smooth,brown
poisonous,flat,smooth,red
poisonous,flat,smooth,brown
poisonous,flat,smooth,red
poisonous,flat,scaly,brown
poisonous,convex,smooth,red
poisonous,convex,smooth,red
poisonous,convex,smooth,red
poisonous,convex,smooth,red
poisonous,flat,smooth,red
poisonous,convex,smooth,red
poisonous,convex,smooth,brown
poisonous,flat,smooth,brown
poisonous,knobbed,scaly,brown
poisonous,convex,scaly,red
poisonous,convex,smooth,brown
poisonous,convex,smooth,red
edible,bell,smooth,white
poisonous,flat,smooth,red
poisonous,convex,smooth,red
poisonous,convex,scaly,red
poisonous,flat,scaly,brown
poisonous,flat,smooth,red
poisonous,flat,scaly,brown
poisonous,flat,scaly,red
poisonous,flat,smooth,brown
poisonous,convex,scaly,red
poisonous,flat,smooth,brown
poisonous,convex,smooth,brown
poisonous,flat,smooth,red
poisonous,convex,smooth,brown
poisonous,flat,smooth,red
poisonous,convex,scaly,red
poisonous,flat,scaly,brown
poisonous,convex,scaly,red
poisonous,flat,smooth,brown
poisonous,flat,smooth,brown
poisonous,convex,smooth,brown
poisonous,flat,smooth,red
poisonous,knobbed,scaly,brown
poisonous,convex,scaly,red
poisonous,convex,scaly,red
poisonous,knobbed,smooth,brown
poisonous,convex,smooth,red
poisonous,convex,smooth,red
poisonous,flat,scaly,brown
poisonous,flat,smooth,red
poisonous,flat,smooth,red
poisonous,flat,smooth,brown
poisonous,flat,scaly,red
poisonous,flat,scaly,red
poisonous,knobbed,smooth,red
poisonous,convex,smooth,brown
poisonous,flat,scaly,brown
poisonous,flat,smooth,red
poisonous,knobbed,smooth,brown
poisonous,flat,scaly,brown
poisonous,convex,scaly,red
poisonous,convex,scaly,red
poisonous,convex,smooth,red
poisonous,flat,scaly,brown
poisonous,flat,scaly,brown
poisonous,flat,scaly,red
poisonous,knobbed,scaly,brown
poisonous,convex,smooth,brown
poisonous,convex,smooth,red
poisonous,convex,smooth,brown
poisonous,flat,scaly,red
poisonous,knobbed,scaly,red
edible,convex,fibrous,gray
poisonous,flat,scaly,red
poisonous,convex,smooth,red
poisonous,convex,smooth,red
poisonous,convex,scaly,red
poisonous,flat,scaly,brown
poisonous,flat,scaly,brown
poisonous,convex,smooth,brown
poisonous,convex,smooth,red
poisonous,flat,scaly,red
poisonous,flat,smooth,brown
poisonous,flat,scaly,brown
poisonous,flat,scaly,brown
poisonous,convex,scaly,red
poisonous,convex,smooth,red
poisonous,flat,smooth,brown
poisonous,flat,smooth,brown
poisonous,convex,smooth,red
poisonous,flat,smooth,brown
poisonous,flat,smooth,brown
poisonous,flat,scaly,brown
poisonous,convex,smooth,brown
poisonous,flat,smooth,brown
poisonous,flat,smooth,brown
poisonous,convex,smooth,brown
poisonous,flat,scaly,brown
poisonous,convex,smooth,brown
poisonous,convex,smooth,brown
poisonous,flat,smooth,brown
poisonous,flat,scaly,brown
poisonous,convex,scaly,red
poisonous,flat,smooth,red
poisonous,flat,scaly,brown
poisonous,flat,smooth,red
poisonous,convex,smooth,brown
edible,knobbed,fibrous,white
poisonous,convex,smooth,brown
poisonous,flat,smooth,brown
poisonous,flat,scaly,brown
poisonous,flat,smooth,brown
poisonous,flat,scaly,brown
poisonous,flat,scaly,brown
poisonous,flat,smooth,brown
poisonous,flat,scaly,red
edible,bell,smooth,brown
poisonous,flat,smooth,red
poisonous,flat,smooth,red
poisonous,convex,smooth,red
poisonous,flat,scaly,brown
poisonous,flat,scaly,red
poisonous,flat,smooth,brown
poisonous,flat,scaly,red
poisonous,flat,smooth,brown
poisonous,knobbed,scaly,brown
poisonous,flat,scaly,red
poisonous,flat,smooth,red
poisonous,convex,scaly,red
poisonous,flat,smooth,brown
poisonous,convex,smooth,red
poisonous,knobbed,scaly,brown
poisonous,convex,smooth,brown
poisonous,convex,scaly,red
poisonous,flat,scaly,brown
poisonous,flat,smooth,red
poisonous,flat,smooth,brown
edible,convex,smooth,white
poisonous,flat,scaly,brown
poisonous,flat,smooth,brown
poisonous,convex,scaly,red
poisonous,flat,smooth,red
poisonous,convex,smooth,brown
poisonous,convex,scaly,red
edible,knobbed,fibrous,gray
poisonous,flat,smooth,red
poisonous,flat,scaly,red
edible,bell,fibrous,white
poisonous,flat,smooth,brown
poisonous,convex,scaly,red
poisonous,convex,scaly,red
poisonous,flat,smooth,brown
poisonous,convex,smooth,brown
poisonous,flat,smooth,red
poisonous,flat,smooth,red
poisonous,flat,smooth,red
poisonous,convex,scaly,red
poisonous,flat,scaly,brown
poisonous,flat,scaly,red
poisonous,convex,smooth,red
poisonous,flat,smooth,red
poisonous,flat,scaly,red
poisonous,flat,scaly,red
poisonous,convex,smooth,red
poisonous,flat,smooth,red
edible,convex,smooth,brown
poisonous,flat,scaly,brown
poisonous,flat,scaly,red
poisonous,flat,scaly,red
poisonous,convex,smooth,brown
poisonous,convex,smooth,red
poisonous,convex,scaly,red
poisonous,convex,smooth,red
poisonous,convex,scaly,red
poisonous,flat,scaly,red
edible,convex,smooth,brown
poisonous,flat,smooth,brown
poisonous,convex,scaly,red
poisonous,flat,smooth,brown
poisonous,flat,scaly,red
poisonous,convex,scaly,red
poisonous,convex,smooth,brown
poisonous,convex,smooth,brown
poisonous,convex,smooth,brown
poisonous,convex,scaly,red
poisonous,flat,smooth,brown
poisonous,flat,smooth,brown
poisonous,knobbed,scaly,red
poisonous,convex,smooth,brown
poisonous,flat,scaly,brown
edible,knobbed,smooth,white
poisonous,flat,smooth,red
poisonous,convex,smooth,red
poisonous,flat,scaly,brown
poisonous,flat,scaly,brown
poisonous,flat,scaly,red
poisonous,convex,smooth,brown
poisonous,flat,scaly,brown
poisonous,convex,smooth,brown
poisonous,knobbed,scaly,brown
poisonous,flat,smooth,red
poisonous,flat,scaly,red
poisonous,flat,scaly,red
poisonous,flat,scaly,red
poisonous,flat,scaly,brown
poisonous,flat,scaly,brown
poisonous,knobbed,scaly,brown
poisonous,knobbed,scaly,brown
poisonous,flat,smooth,red
poisonous,convex,smooth,red
poisonous,knobbed,smooth,brown
poisonous,convex,smooth,red
poisonous,flat,smooth,brown
poisonous,convex,smooth,red
poisonous,flat,smooth,brown
poisonous,convex,smooth,brown
poisonous,flat,scaly,red
poisonous,convex,smooth,brown
poisonous,convex,smooth,red
poisonous,convex,smooth,red
poisonous,convex,smooth,brown
poisonous,convex,scaly,red
poisonous,flat,scaly,red
poisonous,flat,smooth,red
poisonous,convex,smooth,red
poisonous,flat,scaly,red
poisonous,flat,smooth,red
poisonous,flat,smooth,red
poisonous,flat,scaly,brown
poisonous,flat,smooth,brown
poisonous,convex,smooth,red
poisonous,flat,scaly,brown
poisonous,flat,smooth,brown
poisonous,flat,scaly,brown
poisonous,flat,smooth,red
poisonous,flat,scaly,red
poisonous,flat,scaly,brown
poisonous,flat,smooth,red
poisonous,flat,smooth,red
poisonous,flat,scaly,brown
poisonous,flat,smooth,red
poisonous,flat,smooth,brown
poisonous,knobbed,scaly,red
poisonous,flat,scaly,red
poisonous,flat,smooth,red
poisonous,flat,scaly,red
poisonous,flat,scaly,brown
poisonous,flat,scaly,red
poisonous,flat,smooth,brown
poisonous,convex,scaly,red
edible,convex,fibrous,white
poisonous,convex,smooth,red
poisonous,convex,smooth,red
poisonous,flat,scaly,brown
poisonous,convex,smooth,red
poisonous,convex,smooth,brown
poisonous,convex,smooth,brown
poisonous,convex,smooth,brown
edible,convex,fibrous,gray
poisonous,flat,scaly,red
poisonous,flat,scaly,red
poisonous,convex,scaly,red
poisonous,convex,smooth,brown
poisonous,knobbed,smooth,red
poisonous,knobbed,scaly,red
poisonous,flat,scaly,red
poisonous,convex,smooth,brown
poisonous,flat,smooth,brown
poisonous,convex,smooth,red
poisonous,flat,scaly,brown
poisonous,convex,smooth,brown
edible,knobbed,fibrous,white
poisonous,knobbed,scaly,brown
poisonous,flat,smooth,red
poisonous,convex,scaly,red
poisonous,convex,smooth,brown
poisonous,convex,smooth,brown
poisonous,flat,scaly,red
poisonous,flat,scaly,brown
poisonous,convex,scaly,red
poisonous,flat,smooth,red
poisonous,convex,smooth,red
poisonous,convex,smooth,brown
poisonous,flat,scaly,brown
poisonous,flat,scaly,red
poisonous,flat,scaly,brown
poisonous,flat,scaly,brown
poisonous,flat,smooth,brown
poisonous,flat,scaly,red
poisonous,flat,scaly,red
poisonous,convex,scaly,red
poisonous,knobbed,smooth,red
poisonous,flat,scaly,red
poisonous,flat,scaly,brown
poisonous,flat,smooth,brown
poisonous,flat,smooth,red
poisonous,knobbed,smooth,red
poisonous,flat,scaly,red
poisonous,flat,smooth,brown
edible,convex,smooth,brown
poisonous,convex,smooth,brown
poisonous,knobbed,smooth,brown
poisonous,flat,smooth,brown
poisonous,flat,smooth,brown
poisonous,convex,smooth,brown
poisonous,flat,smooth,brown
poisonous,flat,scaly,red
poisonous,flat,scaly,red
poisonous,flat,smooth,brown
poisonous,convex,smooth,red
poisonous,convex,smooth,brown
poisonous,convex,smooth,red
poisonous,convex,smooth,red
poisonous,flat,scaly,red
poisonous,convex,smooth,red
poisonous,knobbed,smooth,red
poisonous,convex,scaly,red
poisonous,flat,smooth,brown
poisonous,flat,smooth,brown
poisonous,convex,smooth,brown
poisonous,knobbed,scaly,red
poisonous,convex,smooth,red
poisonous,flat,scaly,brown
poisonous,flat,scaly,red
poisonous,flat,scaly,brown
poisonous,flat,smooth,brown
poisonous,flat,smooth,red
poisonous,knobbed,scaly,brown
poisonous,flat,scaly,red
poisonous,flat,smooth,red
poisonous,flat,smooth,brown
poisonous,convex,smooth,brown
poisonous,flat,scaly,brown
poisonous,flat,scaly,red
poisonous,convex,scaly,red
poisonous,flat,smooth,red
poisonous,convex,smooth,brown
poisonous,flat,smooth,brown
poisonous,flat,smooth,brown
poisonous,flat,smooth,red
edible,convex,smooth,gray
poisonous,knobbed,scaly,brown
poisonous,convex,scaly,red
poisonous,convex,smooth,brown
poisonous,convex,smooth,brown
poisonous,flat,scaly,red
poisonous,knobbed,scaly,brown
poisonous,convex,smooth,red
poisonous,convex,smooth,brown
poisonous,knobbed,scaly,brown
poisonous,convex,scaly,red
poisonous,knobbed,smooth,brown
poisonous,convex,smooth,brown
poisonous,convex,scaly,red
poisonous,flat,smooth,red
poisonous,flat,smooth,brown
poisonous,flat,smooth,brown
poisonous,flat,smooth,red
poisonous,convex,scaly,red
poisonous,convex,smooth,red
poisonous,flat,smooth,brown
poisonous,flat,scaly,red
poisonous,convex,smooth,brown
poisonous,convex,smooth,red
poisonous,convex,smooth,red
poisonous,flat,smooth,red
poisonous,convex,scaly,red
poisonous,convex,smooth,brown
poisonous,convex,smooth,red
poisonous,convex,smooth,red
poisonous,convex,smooth,brown
poisonous,convex,smooth,brown
poisonous,flat,smooth,red
poisonous,flat,scaly,red
poisonous,convex,smooth,brown
poisonous,convex,smooth,red
poisonous,flat,smooth,brown
poisonous,convex,smooth,brown
poisonous,flat,smooth,red
poisonous,knobbed,scaly,brown
poisonous,convex,smooth,brown
poisonous,flat,scaly,brown
poisonous,knobbed,scaly,brown
poisonous,flat,smooth,red
poisonous,flat,smooth,brown
poisonous,convex,smooth,red
poisonous,convex,smooth,brown
poisonous,flat,scaly,brown
poisonous,flat,scaly,brown
poisonous,convex,smooth,red
poisonous,flat,scaly,brown
poisonous,convex,scaly,red
poisonous,flat,scaly,brown
poisonous,flat,scaly,red
poisonous,convex,scaly,red
poisonous,flat,smooth,red
poisonous,knobbed,smooth,brown
poisonous,convex,scaly,red
poisonous,convex,smooth,brown
poisonous,flat,smooth,red
poisonous,flat,smooth,red
edible,bell,fibrous,gray
poisonous,convex,smooth,brown
poisonous,knobbed,smooth,brown
edible,bell,smooth,brown
poisonous,flat,smooth,brown
poisonous,flat,scaly,brown
poisonous,convex,scaly,red
poisonous,convex,smooth,red
poisonous,knobbed,scaly,cinnamon
poisonous,convex,smooth,red
poisonous,flat,smooth,brown
poisonous,convex,smooth,brown
poisonous,convex,scaly,red
poisonous,convex,smooth,red
poisonous,flat,smooth,red
poisonous,flat,smooth,brown
poisonous,flat,smooth,brown
poisonous,flat,scaly,red
poisonous,convex,smooth,red
poisonous,flat,scaly,red
poisonous,flat,scaly,brown
poisonous,convex,scaly,red
poisonous,flat,scaly,red
poisonous,flat,smooth,red
poisonous,flat,smooth,red
poisonous,convex,smooth,red
poisonous,convex,smooth,red
poisonous,knobbed,scaly,red
poisonous,convex,scaly,red
poisonous,convex,smooth,red
poisonous,convex,smooth,brown
poisonous,convex,smooth,brown
poisonous,flat,smooth,brown
poisonous,flat,scaly,brown
poisonous,convex,smooth,red
poisonous,knobbed,smooth,brown
poisonous,flat,smooth,brown
poisonous,flat,scaly,brown
poisonous,flat,scaly,red
poisonous,flat,scaly,red
poisonous,flat,scaly,brown
poisonous,convex,smooth,red
poisonous,flat,scaly,brown
poisonous,flat,smooth,brown
poisonous,flat,smooth,red
poisonous,convex,smooth,brown
poisonous,flat,scaly,red
poisonous,knobbed,scaly,brown
poisonous,flat,smooth,brown
poisonous,flat,scaly,brown
poisonous,flat,smooth,red
poisonous,convex,smooth,brown
poisonous,flat,smooth,red
poisonous,convex,smooth,red
poisonous,flat,scaly,red
poisonous,convex,smooth,red
poisonous,flat,smooth,red
poisonous,flat,smooth,brown
poisonous,convex,smooth,brown
poisonous,convex,smooth,red
poisonous,flat,smooth,red
poisonous,convex,smooth,red
poisonous,convex,smooth,brown
poisonous,flat,smooth,red
poisonous,convex,scaly,red
poisonous,convex,smooth,brown
poisonous,convex,scaly,red
poisonous,flat,smooth,red
poisonous,convex,smooth,red
poisonous,flat,scaly,brown
poisonous,convex,smooth,red
poisonous,convex,smooth,brown
poisonous,flat,smooth,red
poisonous,convex,smooth,red
poisonous,flat,smooth,brown
poisonous,convex,scaly,red
poisonous,flat,scaly,red
poisonous,convex,scaly,red
poisonous,knobbed,scaly,brown
poisonous,flat,scaly,brown
poisonous,convex,scaly,red
poisonous,flat,smooth,brown
poisonous,convex,smooth,red
poisonous,flat,smooth,red
edible,convex,fibrous,gray
poisonous,convex,smooth,red
poisonous,flat,smooth,brown
poisonous,flat,smooth,brown
poisonous,convex,smooth,red
poisonous,convex,smooth,red
poisonous,convex,smooth,red
poisonous,flat,scaly,red
edible,bell,fibrous,gray
poisonous,flat,scaly,brown
poisonous,flat,scaly,red
poisonous,flat,scaly,brown
poisonous,flat,smooth,brown
poisonous,flat,scaly,brown
poisonous,convex,scaly,red
poisonous,flat,scaly,brown
poisonous,convex,smooth,brown
poisonous,flat,scaly,red
edible,knobbed,fibrous,gray
edible,bell,smooth,brown
poisonous,flat,smooth,brown
poisonous,convex,smooth,brown
poisonous,flat,scaly,brown
poisonous,flat,smooth,red
poisonous,flat,scaly,brown
poisonous,flat,smooth,brown
poisonous,flat,scaly,red
poisonous,flat,scaly,red
poisonous,flat,smooth,brown
poisonous,convex,smooth,red
edible,convex,fibrous,white
poisonous,flat,smooth,brown
poisonous,convex,smooth,red
poisonous,convex,smooth,brown
poisonous,convex,smooth,brown
poisonous,convex,smooth,brown
poisonous,knobbed,scaly,brown
poisonous,flat,smooth,brown
poisonous,convex,scaly,red
poisonous,flat,smooth,brown
poisonous,flat,smooth,brown
poisonous,convex,smooth,brown
poisonous,convex,smooth,brown
poisonous,convex,scaly,red
poisonous,flat,smooth,red
poisonous,flat,smooth,red
poisonous,flat,scaly,brown
poisonous,convex,smooth,red
poisonous,flat,smooth,red
poisonous,flat,scaly,red
poisonous,flat,scaly,red
poisonous,convex,scaly,red
poisonous,flat,scaly,brown
poisonous,flat,smooth,brown
poisonous,flat,smooth,brown
poisonous,knobbed,scaly,red
poisonous,flat,smooth,red
poisonous,convex,smooth,red
poisonous,convex,scaly,red
poisonous,flat,scaly,red
poisonous,convex,scaly,red
poisonous,flat,scaly,red
poisonous,flat,scaly,brown
poisonous,flat,scaly,red
poisonous,convex,scaly,red
poisonous,convex,smooth,red
poisonous,flat,smooth,red
poisonous,flat,smooth,red
poisonous,convex,smooth,red
poisonous,flat,smooth,red
poisonous,flat,smooth,red
poisonous,flat,smooth,brown
poisonous,flat,scaly,red
poisonous,flat,scaly,brown
poisonous,knobbed,smooth,red
poisonous,flat,smooth,brown
poisonous,flat,scaly,brown
poisonous,flat,smooth,red
poisonous,flat,scaly,red
poisonous,convex,smooth,brown
poisonous,knobbed,scaly,brown
poisonous,convex,scaly,red
poisonous,convex,smooth,red
edible,convex,smooth,gray
poisonous,knobbed,scaly,brown
poisonous,convex,smooth,brown
poisonous,flat,smooth,brown
poisonous,flat,smooth,brown
poisonous,convex,smooth,red
poisonous,flat,smooth,red
poisonous,flat,scaly,red
poisonous,flat,scaly,red
poisonous,flat,smooth,brown
poisonous,flat,smooth,red
poisonous,convex,smooth,brown
poisonous,flat,smooth,red
poisonous,convex,smooth,red
poisonous,flat,smooth,red
poisonous,flat,scaly,red
poisonous,knobbed,scaly,red
poisonous,flat,smooth,brown
poisonous,knobbed,scaly,red
poisonous,flat,smooth,red
poisonous,flat,scaly,red
poisonous,flat,smooth,red
edible,bell,smooth,brown
poisonous,convex,smooth,brown
poisonous,flat,scaly,red
poisonous,flat,scaly,brown
poisonous,flat,smooth,red
poisonous,flat,scaly,brown
poisonous,knobbed,scaly,brown
poisonous,convex,smooth,red
poisonous,flat,smooth,red
poisonous,knobbed,scaly,brown
poisonous,flat,smooth,red
edible,knobbed,smooth,white
poisonous,flat,scaly,brown
poisonous,flat,scaly,brown
poisonous,flat,scaly,brown
poisonous,flat,smooth,brown
poisonous,flat,smooth,brown
poisonous,flat,scaly,red
poisonous,convex,smooth,red
poisonous,flat,scaly,brown
poisonous,convex,smooth,brown
poisonous,convex,smooth,red
poisonous,convex,smooth,red
poisonous,flat,scaly,red
poisonous,convex,smooth,brown
poisonous,convex,smooth,red
poisonous,flat,smooth,brown
poisonous,convex,smooth,brown
poisonous,flat,scaly,red
poisonous,convex,smooth,brown
poisonous,flat,scaly,red
poisonous,flat,smooth,red
poisonous,flat,scaly,brown
poisonous,flat,scaly,brown
poisonous,convex,scaly,red
edible,knobbed,fibrous,gray
poisonous,convex,smooth,red
poisonous,knobbed,scaly,brown
poisonous,knobbed,scaly,brown
poisonous,convex,scaly,red
poisonous,flat,smooth,red
poisonous,flat,smooth,brown
poisonous,flat,smooth,red
poisonous,convex,smooth,red
poisonous,flat,smooth,brown
poisonous,flat,scaly,red
poisonous,convex,smooth,brown
poisonous,convex,scaly,red
poisonous,flat,smooth,red
poisonous,convex,smooth,brown
poisonous,flat,smooth,brown
edible,convex,smooth,brown
poisonous,knobbed,smooth,brown
poisonous,flat,smooth,brown
poisonous,knobbed,scaly,red
edible,convex,scaly,cinnamon
edible,bell,smooth,brown
edible,knobbed,smooth,gray
edible,convex,fibrous,gray
poisonous,convex,smooth,brown
poisonous,knobbed,scaly,red
edible,convex,smooth,brown
poisonous,knobbed,smooth,red
poisonous,bell,scaly,yellow
poisonous,convex,smooth,red
edible,bell,smooth,gray
poisonous,knobbed,scaly,red
poisonous,knobbed,smooth,red
poisonous,flat,smooth,red
poisonous,flat,scaly,brown
poisonous,flat,smooth,red
edible,knobbed,fibrous,gray
poisonous,knobbed,smooth,brown
poisonous,knobbed,smooth,red
poisonous,flat,smooth,red
edible,bell,fibrous,gray
poisonous,flat,scaly,brown
poisonous,flat,smooth,brown
edible,flat,smooth,brown
edible,convex,scaly,pink
poisonous,flat,smooth,brown
poisonous,knobbed,scaly,red
poisonous,flat,smooth,brown
edible,bell,smooth,white
poisonous,convex,scaly,red
poisonous,flat,scaly,red
poisonous,flat,smooth,red
poisonous,knobbed,scaly,brown
edible,convex,fibrous,white
edible,bell,smooth,white
poisonous,knobbed,smooth,red
poisonous,flat,scaly,brown
edible,flat,scaly,brown
poisonous,knobbed,smooth,brown
poisonous,knobbed,smooth,brown
poisonous,flat,scaly,brown
poisonous,flat,scaly,red
poisonous,convex,smooth,red
poisonous,knobbed,scaly,red
poisonous,convex,smooth,brown
poisonous,knobbed,smooth,red
poisonous,knobbed,scaly,brown
poisonous,flat,scaly,red
edible,convex,fibrous,white
poisonous,knobbed,smooth,brown
poisonous,flat,smooth,brown
poisonous,knobbed,smooth,red
poisonous,knobbed,smooth,red
poisonous,knobbed,scaly,brown
edible,knobbed,fibrous,white
poisonous,knobbed,smooth,brown
poisonous,knobbed,scaly,brown
poisonous,knobbed,smooth,brown
poisonous,knobbed,smooth,red
poisonous,convex,smooth,brown
poisonous,convex,scaly,red
poisonous,flat,smooth,red
poisonous,knobbed,scaly,brown
edible,bell,smooth,brown
poisonous,flat,smooth,brown
poisonous,knobbed,scaly,red
edible,convex,smooth,brown
poisonous,flat,smooth,brown
poisonous,knobbed,smooth,brown
poisonous,flat,scaly,brown
poisonous,convex,smooth,brown
edible,knobbed,fibrous,white
poisonous,flat,scaly,red
poisonous,convex,smooth,red
poisonous,convex,smooth,brown
poisonous,flat,smooth,brown
poisonous,knobbed,smooth,brown
poisonous,knobbed,smooth,red
poisonous,knobbed,smooth,red
poisonous,convex,smooth,red
edible,bell,smooth,brown
poisonous,knobbed,smooth,red
poisonous,convex,smooth,brown
poisonous,convex,scaly,red
poisonous,flat,smooth,red
edible,bell,smooth,brown
edible,knobbed,smooth,gray
poisonous,knobbed,scaly,red
poisonous,knobbed,scaly,red
poisonous,flat,smooth,red
edible,knobbed,smooth,brown
poisonous,flat,scaly,red
poisonous,knobbed,scaly,red
edible,knobbed,fibrous,white
edible,convex,smooth,gray
edible,knobbed,smooth,brown
poisonous,knobbed,scaly,red
poisonous,knobbed,scaly,brown
poisonous,knobbed,smooth,red
edible,convex,smooth,white
edible,knobbed,smooth,white
edible,knobbed,smooth,white
poisonous,knobbed,smooth,red
poisonous,convex,smooth,red
edible,knobbed,smooth,gray
edible,convex,fibrous,white
poisonous,knobbed,scaly,red
edible,bell,smooth,white
poisonous,knobbed,smooth,red
poisonous,flat,smooth,brown
poisonous,flat,scaly,brown
edible,knobbed,smooth,gray
edible,convex,smooth,white
poisonous,flat,scaly,red
poisonous,convex,smooth,red
edible,convex,fibrous,white
edible,knobbed,fibrous,white
poisonous,flat,smooth,red
edible,flat,smooth,gray
poisonous,knobbed,smooth,red
poisonous,convex,smooth,brown
edible,knobbed,smooth,brown
edible,convex,smooth,brown
poisonous,knobbed,scaly,red
poisonous,convex,smooth,red
poisonous,convex,smooth,brown
poisonous,knobbed,smooth,red
poisonous,convex,smooth,brown
edible,knobbed,fibrous,white
edible,knobbed,smooth,brown
poisonous,knobbed,scaly,cinnamon
edible,convex,fibrous,gray
edible,convex,smooth,brown
edible,convex,smooth,brown
poisonous,knobbed,scaly,red
edible,knobbed,fibrous,white
edible,convex,fibrous,gray
edible,flat,smooth,brown
poisonous,knobbed,scaly,brown
poisonous,knobbed,scaly,brown
poisonous,flat,scaly,brown
poisonous,flat,scaly,red
edible,knobbed,fibrous,gray
poisonous,flat,scaly,red
poisonous,flat,scaly,brown
poisonous,knobbed,smooth,red
edible,knobbed,smooth,gray
edible,bell,smooth,brown
poisonous,knobbed,scaly,brown
poisonous,convex,smooth,brown
edible,bell,smooth,brown
poisonous,knobbed,smooth,brown
poisonous,knobbed,smooth,brown
poisonous,knobbed,smooth,red
poisonous,flat,smooth,red
poisonous,convex,smooth,red
poisonous,convex,smooth,red
